Area,Year,Average dietary energy requirement (kcal/cap/day),Average dietary energy supply adequacy (percent) (3-year average),Average fat supply (g/cap/day) (3-year average),Average protein supply (g/cap/day) (3-year average),Average supply of protein of animal origin (g/cap/day) (3-year average),Average value of food production (constant 2004-2006 I$/cap) (3-year average),Cereal import dependency ratio (percent) (3-year average),Coefficient of variation of habitual caloric consumption distribution (real number),Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",Incidence of caloric losses at retail distribution level (percent),Minimum dietary energy requirement  (kcal/cap/day),Number of children under 5 years affected by wasting (million),Number of children under 5 years of age who are overweight (modeled estimates) (million),Number of children under 5 years of age who are stunted (modeled estimates) (million),Number of moderately or severely food insecure people (million) (3-year average),Number of newborns with low birthweight (million),Number of obese adults (18 years and older) (million),Number of people undernourished (million) (3-year average),Number of women of reproductive age (15-49 years) affected by anemia (million),Per capita food production variability (constant 2004-2006 thousand int$ per capita),Per capita food supply variability (kcal/cap/day),Percent of arable land equipped for irrigation (percent) (3-year average),Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),Percentage of population using at least basic drinking water services (percent),Percentage of population using at least basic sanitation services (percent),Percentage of population using safely managed drinking water services (Percent),Percentage of population using safely managed sanitation services (Percent),Political stability and absence of violence/terrorism (index),Prevalence of anemia among women of reproductive age (15-49 years),Prevalence of low birthweight (percent),Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),Prevalence of obesity in the adult population (18 years and older),Prevalence of severe food insecurity in the total population (percent) (3-year average),Prevalence of undernourishment (percent) (3-year average),"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",Value of food imports in total merchandise exports (percent) (3-year average),"Consumer Prices, Food Indices (2015 = 100)","Consumer Prices, General Indices (2015 = 100)",Food price inflation,Population_total,Area_cat
Singapore,2001,2449.0,116.82,50.880999999999986,57.22633333333333,25.18755714285713,5.0,-44.69899999999998,0.23610000000000017,2764.654071428571,54029.7,3.176116738816739,1891.0,0.12299999999999983,0.1,0.1,1.5349999999999995,4.8,0.1,2.3345000000000002,0.1,3.0,42.85,37.082000000000015,3.0,4.3,99.0,99.0,99.0,99.0,1.1497474637681164,12.1,9.8,13.467999999999995,4.5,3.0589999999999975,6.11,40.44,2.0,72.67540749999999,76.00519783333334,0.516552,4138012.0,7
Singapore,2002,2452.0,116.77,50.880999999999986,57.23033333333333,25.18755714285713,5.0,-44.69899999999998,0.23610000000000017,2764.854071428571,55634.7,3.1663167388167386,1893.0,0.12299999999999983,0.1,0.1,1.532999999999999,4.7,0.1,2.3345000000000002,0.1,2.5,42.24,36.94600000000002,3.1,4.2,99.0,99.0,99.0,99.0,1.26,11.9,9.8,13.481999999999996,4.6,3.059999999999997,6.11,39.22,2.0,72.83746499999998,75.70750341666667,0.2231844166666666,4175950.0,7
Singapore,2003,2455.0,116.84,50.89799999999998,57.490333333333325,25.20455714285713,6.0,-44.69899999999998,0.23610000000000017,2765.734071428571,59022.1,3.166716738816739,1894.0,0.12299999999999983,0.1,0.1,1.224,4.6,0.2,2.3345000000000002,0.1,2.5,37.894999999999996,36.7026153846154,3.1,4.1,99.0,99.0,99.0,99.0,0.88,11.8,9.7,13.361999999999997,4.7,2.9899999999999984,6.104,39.52,2.0,73.07686775,76.09202558333335,0.3286811666666666,4114826.0,7
Singapore,2004,2458.0,117.0,50.88399999999998,58.36233333333334,25.299699999999987,6.0,-44.67099999999998,0.23660000000000014,2769.1200714285715,64011.4,3.167016738816739,1896.0,0.12899999999999986,0.1,0.1,1.205,4.6,0.2,2.2485000000000004,0.1,2.4,35.92733333333333,36.7166153846154,3.2,4.0,99.0,99.0,99.0,99.0,1.09,11.7,9.7,13.355999999999995,4.8,2.9069999999999983,6.047999999999999,39.67,2.0,74.09341,77.35722841666666,1.3903365,4166664.0,7
Singapore,2005,2461.0,116.98,51.98999999999999,60.731583333333354,26.29074999999999,6.0,-47.05099999999999,0.2357000000000001,2771.914071428571,67125.6,3.1610167388167394,1899.0,0.1369999999999999,0.1,0.1,1.016,4.6,0.2,2.2255000000000003,0.1,1.6,34.149,36.51578205128207,3.2,3.9,99.0,99.0,99.0,99.0,1.16,11.7,9.7,13.032999999999998,4.9,2.8949999999999982,5.899000000000001,39.86,2.0,72.3939395,77.68273,-2.2917995,4265762.0,7
Singapore,2006,2470.0,117.19,51.98999999999999,61.99425000000001,26.460749999999983,5.0,-48.78399999999998,0.23510000000000017,2772.164071428571,70916.0,3.1589667388167397,1904.0,0.1369999999999999,0.1,0.1,0.4930000000000005,4.6,0.2,2.2275000000000005,0.1,1.3,32.5465,37.03978205128207,3.3,3.8,99.0,99.0,99.0,99.0,1.25,11.6,9.7,13.035999999999996,5.0,2.7869999999999986,5.909000000000001,39.52,2.0,73.81223841666667,78.43073833333332,1.9596963333333333,4401365.0,7
Singapore,2007,2479.0,117.25,51.99999999999998,62.62491666666669,26.556749999999987,5.0,-48.95199999999998,0.23510000000000017,2772.004071428571,74159.4,3.1588667388167395,1910.0,0.1369999999999999,0.1,0.1,0.4930000000000005,4.6,0.2,2.1925000000000003,0.1,1.1,32.7165,37.03978205128207,3.4,3.7,99.0,99.0,99.0,99.0,1.17,11.5,9.7,13.035999999999996,5.1,2.7759999999999985,5.862000000000002,39.52,2.0,76.79215275,80.08161125,4.031099166666667,4588599.0,7
Singapore,2008,2488.0,117.14,52.05499999999999,62.4856666666667,26.72774999999998,5.0,-48.714999999999975,0.23540000000000014,2775.954035714285,71629.8,3.1572667388167392,1915.0,0.13799999999999987,0.1,0.1,0.4740000000000004,4.7,0.2,2.1235000000000004,0.2,1.2,32.54971428571429,37.101782051282065,3.5,3.5,99.0,99.0,99.0,99.0,1.35,11.5,9.7,6.759000000000004,5.2,1.6230000000000007,5.641000000000002,39.34,2.0,84.25423516666667,85.38924575,9.732986666666667,4839396.0,7
Singapore,2009,2495.0,117.09,52.02399999999999,62.65700000000003,26.73474999999998,4.0,-48.50699999999997,0.23540000000000014,2776.2740357142848,69585.8,3.1627167388167394,1920.0,0.13799999999999987,0.1,0.1,0.4060000000000005,4.7,0.2,2.1235000000000004,0.2,1.5,34.10971428571428,36.68678205128206,3.7,3.4,99.0,99.0,99.0,99.0,1.18,11.4,9.7,6.780000000000006,5.3,1.7520000000000011,5.5840000000000005,39.34,2.0,86.37982591666668,85.89878058333335,2.5671424166666665,4987573.0,7
Singapore,2010,2501.0,117.1,52.01099999999999,62.710000000000036,26.73474999999998,4.0,-48.42299999999997,0.23540000000000014,2776.414035714285,78294.0,3.1603667388167396,1924.0,0.13899999999999987,0.1,0.1,0.3870000000000004,4.7,0.2,2.1135,0.2,1.0,32.33971428571429,37.28378205128207,3.8,3.3,99.0,99.0,99.0,99.0,1.17,11.4,9.7,6.652000000000005,5.4,1.9620000000000002,5.474000000000001,40.01,2.0,88.39792949999999,88.32427133333334,2.339372416666667,5076732.0,7
Singapore,2011,2503.0,117.09,52.04999999999999,62.841976190476224,26.75574999999998,5.0,-48.29899999999998,0.23540000000000014,2776.991535714285,81538.4,3.164366738816739,1925.0,0.13899999999999987,0.1,0.1,0.36900000000000027,4.7,0.2,2.0655000000000006,0.2,1.0,32.77596428571429,37.39178205128206,3.9,3.2,99.0,99.0,99.0,99.0,1.19,11.5,9.7,6.351000000000003,5.5,1.6210000000000004,5.3000000000000025,40.01,2.0,91.54548841666669,92.95934658333334,3.5623071666666664,5183688.0,7
Singapore,2012,2505.0,116.92,52.070999999999984,62.93230952380955,26.75874999999998,5.0,-49.17499999999998,0.23560000000000014,2780.121535714285,83112.0,3.1605667388167387,1926.0,0.13899999999999987,0.1,0.1,0.36900000000000027,4.7,0.2,2.0605,0.2,0.8,33.52029761904762,37.45978205128206,4.0,3.2,99.0,99.0,99.0,99.0,1.37,11.5,9.7,5.905000000000005,5.6,1.4410000000000016,5.254000000000002,39.98,2.0,93.78511291666668,97.21279691666666,2.4500005833333334,5312437.0,7
Singapore,2013,2506.0,116.96,52.18299999999999,62.99156666666671,26.79074999999998,5.0,-50.95599999999999,0.23570000000000013,2784.0495357142854,85732.8,3.162966738816739,1926.0,0.13799999999999987,0.1,0.1,0.2269999999999998,4.8,0.3,2.0118333333333336,0.2,0.2,34.31029761904762,37.65678205128206,4.1,3.1,99.0,99.0,99.0,99.0,1.38,11.6,9.6,5.5560000000000045,5.7,1.330000000000001,5.243000000000002,39.14,3.0,95.95555633333332,99.50566191666664,2.3162909166666665,5399162.0,7
Singapore,2014,2505.0,116.89,50.82699999999999,63.71690000000005,26.802749999999982,5.0,-55.827000000000005,0.23540000000000014,2784.236535714285,87959.4,3.172184920634921,1926.0,0.13899999999999987,0.1,0.1,0.24099999999999974,4.8,0.3,1.9868333333333341,0.2,0.7,35.20029761904762,37.53816666666667,4.2,3.1,99.0,99.0,99.0,99.0,1.19,11.8,9.6,5.553000000000005,5.8,1.692000000000001,5.231142857142859,39.9,3.0,98.79082725,100.52574241666666,2.9564645,5469724.0,7
Singapore,2015,2503.0,116.935,52.08499999999998,63.680900000000044,26.92574999999998,5.0,-57.054000000000045,0.23540000000000014,2787.431535714285,89519.7,3.172184920634921,1924.0,0.1409999999999999,0.1,0.1,0.2,4.8,0.3,1.9818333333333342,0.2,0.8,34.69779761904762,37.354000000000006,4.3,3.0,99.0,99.0,99.0,99.0,1.31,11.9,9.6,2.8,6.0,1.0,5.162142857142859,39.87,3.0,100.00087566666669,100.0003765,1.2287415833333333,5535002.0,7
Singapore,2016,2502.0,117.065,52.42499999999998,65.72583333333338,26.92074999999998,3.0,-55.574000000000034,0.2352000000000002,2788.551535714285,91307.5,3.178566738816739,1923.0,0.1409999999999999,0.1,0.1,0.2,4.784000000000004,0.3,1.9498333333333344,0.2,1.1,36.30779761904762,37.349000000000004,4.4,3.0,99.0,99.0,99.0,99.0,1.5,12.1,9.612066416040113,3.1,6.1,1.2,5.159142857142859,39.86,3.0,102.30233825,99.46810566666664,2.30281025,5607283.0,7
Singapore,2017,2496.0,117.135,52.51199999999998,65.91566666666672,26.886749999999974,2.0,-57.74200000000005,0.2352000000000002,2789.376535714285,95350.4,3.1771849206349208,1919.0,0.14199999999999988,0.1,0.1,0.2,4.784000000000004,0.3280000000000004,1.9468333333333343,0.2,1.5,36.84779761904762,37.707,4.5,2.9,99.0,99.0,99.0,99.0,1.62,12.4,9.612066416040113,4.1,6.018733333333341,1.4,5.162142857142859,39.84,3.0,103.62022741666668,100.04130108333334,1.2884244166666663,5612253.0,7
Singapore,2018,2490.0,117.125,52.14799999999998,65.87166666666673,26.872749999999975,3.53,-57.77000000000004,0.23580000000000015,2788.882964285714,98222.8,3.1771849206349208,1913.0,0.14199999999999988,0.1,0.1,0.3,4.785000000000004,0.32800000000000035,1.9508333333333343,0.2,1.8820915584415578,37.31029761904762,37.707,4.6,2.9,99.0,99.0,99.0,99.0,1.49,12.7,9.615066416040115,4.7,6.0177333333333385,1.4,5.148000000000003,39.84,3.0,104.96085283333332,100.4801025,1.2940671666666663,5638676.0,7
Singapore,2019,2483.0,117.535,54.493999999999986,65.89066666666673,26.827749999999977,4.12,-57.22300000000003,0.2362000000000002,2798.052964285714,98411.6,3.1771849206349208,1908.0,0.13999999999999987,0.1,0.1,0.3,4.784000000000004,0.3160000000000003,1.9428333333333345,0.2,1.7048748917748915,37.47029761904762,37.35300000000001,4.7,2.9,99.0,99.0,99.0,99.0,1.53,13.0,9.621066416040115,4.5,5.9208333333333405,0.9,5.048000000000003,40.01,3.01,106.16010825,101.04807666666666,1.1428373333333333,5703569.0,7
Singapore,2020,2478.0,117.255,52.71999999999999,65.93766666666673,26.819749999999978,3.3,-57.516000000000034,0.2367000000000002,2789.452964285714,93397.0,3.1771849206349208,1904.0,0.13999999999999987,0.1,0.1,0.3140000000000003,4.783000000000004,0.3130000000000003,1.9428333333333345,0.19899999999999968,1.921674891774891,37.31029761904762,37.35300000000001,4.8,2.8,99.0,99.0,99.0,99.0,1.523900000000001,12.730250000000007,9.624066416040113,4.455000000000001,5.96383333333334,1.213000000000002,5.146000000000003,39.99,3.01,109.236982,100.86425350000002,2.9000233333333334,5685807.0,7
Thailand,2000,2416.0,107.75466666666665,55.44500000000001,57.86191255411254,22.379522222222203,313.27910526315793,-35.27271428571431,0.28,2586.74,9809.6,2.99,1867.0,0.2589999999999999,0.3,0.8,9.297999999999996,123.6,1.6,10.573000000000002,3.9,10.850402222339069,45.0,36.537683333333305,6.4,16.9,93.9,92.4,77.09499999999998,19.9,0.46,21.0,13.5,28.925000000000008,3.7,6.861999999999997,16.436499999999995,50.41,3.36,56.27498225,70.09871433333332,1.6922008055337383,62952639.0,8
Thailand,2001,2421.0,107.0,55.0,58.0,22.3,332.0,-39.9,0.28,2585.0,10053.8,2.93,1871.0,0.24899999999999983,0.3,0.8,9.245999999999999,115.5,1.8,11.0,3.9,11.7,41.0,36.7,6.7,16.7,94.3,92.7,77.285,20.1,0.3141833333333338,21.0,12.9,29.14400000000001,3.9,6.814999999999998,17.3,50.0,2.0,56.20689741666666,71.23915658333334,-0.1193294166666667,63539190.0,8
Thailand,2002,2426.0,108.0,56.0,57.7,22.3,343.0,-45.5,0.27,2605.0,10583.8,2.93,1874.0,0.2379999999999998,0.3,0.7,8.962999999999997,108.9,1.9,10.5,3.9,12.0,40.0,37.9,6.9,16.6,94.7,93.0,77.45100000000001,20.2,0.51,21.0,12.4,28.457000000000015,4.2,6.796999999999997,16.4,49.0,2.0,56.48303983333333,71.73591358333333,0.4915378333333333,64069093.0,8
Thailand,2003,2430.0,109.0,57.0,58.0,22.7,344.0,-50.9,0.27,2637.0,11260.2,2.9,1877.0,0.23699999999999982,0.3,0.7,9.024999999999995,103.5,2.1,9.7,4.0,11.7,38.0,39.0,7.1,16.5,95.1,93.3,77.431,20.3,-0.14,21.1,11.9,28.63500000000001,4.4,6.689999999999997,15.0,49.0,2.0,57.67568966666667,73.03028033333332,2.110681833333333,64549867.0,8
Thailand,2004,2434.0,110.0,57.3,58.7,23.0,342.0,-49.2,0.27,2673.0,11886.3,2.87,1879.0,0.23799999999999977,0.3,0.7,8.840999999999998,99.1,2.2,8.9,4.0,10.4,18.0,39.9,7.3,16.5,95.5,93.5,81.36000000000001,20.5,-0.72,21.1,11.6,26.81000000000001,4.7,6.170999999999997,13.7,50.0,2.0,60.04720608333334,75.04529491666666,4.109272,64995303.0,8
Thailand,2005,2438.0,112.0,57.7,59.3,23.3,338.0,-46.0,0.26,2726.0,12304.4,2.9,1882.0,0.22899999999999984,0.3,0.7,8.824999999999996,95.7,2.4,7.8,4.0,8.0,18.0,40.7,7.5,16.4,95.9,93.8,93.756,20.8,-0.87,21.3,11.4,25.346000000000004,5.0,4.525999999999997,11.9,51.0,2.0,62.910637,78.45262833333335,4.766872666666667,65416189.0,8
Thailand,2006,2441.0,113.0,59.3,59.7,23.7,349.0,-41.7,0.26,2762.0,12837.9,2.83,1884.0,0.2,0.3,0.7,12.615000000000002,93.0,2.7,7.0,4.1,14.5,25.0,41.5,7.7,16.2,96.3,94.1,95.65800000000002,21.2,-1.13,21.4,11.2,25.037,5.4,5.676999999999998,10.6,50.0,2.0,65.90368824999999,82.09084875,4.759274499999999,65812540.0,8
Thailand,2007,2443.0,113.0,59.7,58.7,23.3,361.0,-47.6,0.26,2767.0,13460.1,2.89,1885.0,0.22499999999999987,0.3,0.7,12.643000000000004,90.8,2.8,6.7,4.1,15.1,42.0,41.9,7.9,16.0,96.7,94.4,95.682,21.5,-1.11,21.6,11.0,24.783999999999995,5.7,5.877999999999998,10.2,50.0,2.0,68.72234108333333,83.93094875000001,4.278901,66182064.0,8
Thailand,2008,2445.0,112.0,59.3,58.0,22.7,373.0,-50.1,0.25,2737.0,13620.5,2.72,1887.0,0.23499999999999982,0.3,0.6,12.465000000000005,89.0,3.1,7.1,4.1,16.0,41.0,41.7,8.1,15.7,97.0,94.8,95.70100000000002,21.9,-1.27,21.6,10.9,26.010000000000005,6.1,5.665999999999997,10.6,49.0,2.0,74.35092716666668,88.52070408333333,8.165791833333332,66530980.0,8
Thailand,2009,2446.0,112.0,58.3,58.0,22.3,374.0,-45.7,0.25,2734.0,13458.5,2.69,1888.0,0.24099999999999988,0.3,0.6,12.184000000000003,87.5,3.3,6.9,4.1,12.2,40.0,41.2,8.3,15.3,97.4,95.1,95.70500000000001,22.2,-1.42,21.7,10.9,25.939000000000007,6.5,5.5079999999999965,10.4,50.0,2.0,79.29053641666665,87.74855133333334,6.720350666666666,66866834.0,8
Thailand,2010,2447.0,112.0,58.7,58.7,23.0,386.0,-43.1,0.25,2736.0,14399.0,2.72,1888.0,0.24599999999999989,0.3,0.6,12.278000000000002,86.0,3.6,6.7,4.1,12.9,50.0,40.8,8.4,14.9,97.7,95.4,95.73100000000004,22.6,-1.44,21.8,10.8,25.935,7.0,5.404999999999997,10.0,49.0,3.0,82.84047183333334,90.62646558333334,4.471065583333333,67195032.0,8
Thailand,2011,2446.0,112.0,59.0,59.3,23.7,403.0,-33.3,0.25,2755.0,14450.5,2.73,1888.0,0.25499999999999995,0.3,0.6,12.298000000000002,84.5,3.8,6.2,4.1,9.5,52.0,40.0,8.6,14.4,98.0,95.7,95.77000000000005,22.9,-1.13,22.0,10.8,23.97199999999998,7.4,4.876999999999996,9.2,49.0,3.0,87.74755316666666,94.07823791666664,5.903815416666666,67518379.0,8
Thailand,2012,2446.0,113.0,58.7,59.7,24.0,418.0,-29.4,0.24,2755.0,15424.5,2.77,1887.0,0.3,0.3,0.6,12.412000000000003,82.8,4.1,6.0,4.1,9.0,31.0,39.2,8.7,13.9,98.4,96.1,96.13100000000004,23.2,-1.22,22.1,10.8,23.67699999999999,7.9,4.308999999999997,8.8,49.0,3.0,92.00170525,96.91460216666668,4.894220916666668,67835969.0,8
Thailand,2013,2446.0,113.0,58.3,60.3,24.3,419.0,-43.7,0.24,2765.0,15767.4,2.73,1887.0,0.2600000000000001,0.3,0.5,12.389000000000003,80.9,4.4,5.6,4.1,19.0,17.0,38.4,8.8,13.5,98.7,96.4,96.17600000000004,23.6,-1.31,22.3,10.7,25.070999999999984,8.4,5.726999999999999,8.2,49.0,3.0,95.13638208333334,99.03207608333334,3.414431833333333,68144519.0,8
Thailand,2014,2446.0,114.0,59.3,60.7,24.3,404.0,-57.7,0.23,2772.0,15854.1,2.73,1887.0,0.2540000000000001,0.3,0.5,12.467000000000002,78.8,4.7,5.3,4.1,18.9,13.0,38.2,8.9,13.1,99.0,96.8,96.17900000000003,23.9,-0.91,22.5,10.6,24.308999999999987,8.9,5.7410000000000005,7.7,49.0,3.0,98.87942166666666,100.90887408333332,3.937019666666668,68438748.0,8
Thailand,2015,2446.0,114.0,61.7,61.3,25.0,386.0,-67.8,0.23,2780.0,16285.4,2.73,1887.0,0.24800000000000005,0.3,0.5,10.4,76.3,5.0,5.0,4.1,16.9,11.0,38.2,9.0,12.9,99.0,97.1,96.17300000000004,24.3,-0.99,22.7,10.5,15.1,9.4,4.2,7.3,49.0,3.0,100.00182158333332,100.0002655,1.13904825,68714519.0,8
Thailand,2016,2446.0,113.0,64.7,61.7,25.7,249.0,-70.6,0.23,2775.0,16782.1,2.73,1887.0,0.2,0.3,0.5,13.6,85.15000000000008,5.4,5.1,4.1,19.9,14.0,38.2,9.1,12.8,99.0,97.5,96.18000000000004,24.6,-0.99,23.0,10.591980952380952,19.7,10.0,5.8,7.5,48.0,4.0,101.61047316666668,100.18841583333334,1.6080657499999995,68971313.0,8
Thailand,2017,2445.0,113.0,65.7,62.3,26.7,122.0,-74.1,0.24,2775.0,17423.0,2.73,1885.0,0.24800000000000005,0.3,0.5,17.2,85.16100000000007,4.947999999999995,5.4,4.1,28.6,13.0,38.2,9.1,12.7,99.0,97.8,96.08100000000005,24.9,-0.75,23.3,10.58349674185464,24.8,8.748999999999997,7.2,7.7,48.0,3.0,101.61033475,100.85530174999998,0.0065063333333333,69209817.0,8
Thailand,2018,2444.0,114.0,64.6039999999999,64.19233963585438,26.284999999999986,204.915,-66.88200000000008,0.24,2786.0,18095.7,2.73,1884.0,0.2680000000000002,0.3,0.5,18.3,86.12900000000005,4.897999999999995,5.5,4.2,23.136999999999993,13.0,37.28308333333328,9.2,12.6,99.0,98.1,96.20400000000004,25.3,-0.79,23.7,10.586230075187974,26.4,8.681999999999999,7.7,7.9,48.3,3.0,102.02175866666666,101.92829883333332,0.4049279166666666,69428454.0,8
Thailand,2019,2444.0,115.0,64.6269999999999,64.62511741363215,26.231999999999985,205.005,-65.44600000000008,0.24,2806.0,18453.5,2.73,1884.0,0.3,0.3,0.5,20.8,86.14800000000007,4.882999999999996,5.7,4.2,23.032999999999994,13.0,37.5120833333333,9.2,12.4,99.0,98.4,96.15800000000004,25.6,-0.54,24.0,10.58289674185464,29.8,8.655999999999997,8.5,8.2,48.31,3.16,104.38374558333338,102.64865525,2.315715583333333,69625581.0,8
Thailand,2020,2443.0,114.86200000000001,64.6269999999999,64.86111741363216,26.231999999999985,205.0,-68.15800000000009,0.26,2779.234999999999,17286.9,2.73,1883.0,0.23500000000000007,0.3,0.4,18.908999999999978,86.57100000000005,4.788999999999996,5.54755238095238,4.1488999999999985,23.149999999999995,14.129798647909318,37.62474999999997,9.2,12.3,99.0,98.7,96.19700000000003,25.9,-0.7302199999999999,23.66355833333333,10.650957142857145,25.752000000000002,8.626999999999997,7.629000000000004,7.858524999999998,48.3,3.08,105.66461458333332,101.78031225,1.2302154166666666,69799978.0,8
Viet Nam,2000,2237.0,104.26,42.63849999999999,56.18925000000002,14.405666666666662,206.03094731146044,-0.7609999999999999,0.26,2334.811666666667,2955.0,2.94,1742.0,0.4,0.2,3.0,25.452999999999985,130.1,0.3,14.569000000000015,5.9,4.8039999999999985,51.0,57.40699999999997,2.4,41.8,80.5,51.9,44.41999999999997,39.12499999999999,0.41,27.3,9.2,36.01000000000001,0.6,5.884999999999999,18.963000000000008,68.3,4.65,26.364461666666667,33.300455916666664,3.8198636148238876,79910411.0,9
Viet Nam,2001,2253.0,103.0,41.0,56.0,15.3,209.0,-12.0,0.26,2328.0,3105.6,2.99,1752.0,0.5960000000000005,0.2,2.7,22.859999999999992,126.4,0.4,15.9,5.8,2.9,53.0,58.4,2.5,39.8,81.4,53.9,45.19899999999997,39.87099999999999,0.2739000000000002,25.9,9.1,37.48300000000001,0.7,5.872999999999998,19.7,69.0,5.0,25.69532375,33.15674958333333,-2.530146583333333,80742500.0,9
Viet Nam,2002,2264.0,106.0,43.7,58.3,16.3,219.0,-11.7,0.27,2388.0,3269.9,3.02,1759.0,0.6,0.2,2.5,10.890000000000008,124.2,0.4,14.7,5.6,2.7,58.0,59.0,2.5,38.0,82.2,55.8,45.369999999999976,39.234999999999985,0.35,24.5,8.9,36.02200000000001,0.7,5.622999999999996,18.0,69.0,4.0,26.508756916666663,34.393126333333335,3.169549083333333,81534406.0,9
Viet Nam,2003,2272.0,108.0,46.3,60.7,18.0,230.0,-10.9,0.27,2449.0,3462.9,3.11,1764.0,0.7,0.2,2.4,10.338000000000005,123.1,0.4,13.4,5.4,3.6,24.0,61.3,2.6,36.1,83.1,57.8,45.75099999999998,39.042999999999985,0.13,23.2,8.8,36.817000000000014,0.8,4.765999999999994,16.3,68.0,4.0,27.178685416666667,35.50562283333333,2.534858083333334,82301650.0,9
Viet Nam,2004,2280.0,109.0,49.4,63.0,19.7,238.0,-13.1,0.27,2485.0,3689.7,3.15,1769.0,0.7,0.2,2.3,9.712,123.0,0.5,13.0,5.2,4.0,15.0,65.9,2.8,34.4,83.9,59.7,46.78699999999997,39.417999999999985,0.15,22.0,8.7,34.41700000000001,0.9,4.3259999999999925,15.7,66.0,4.0,30.577242916666663,38.259065666666665,12.53350725,83062819.0,9
Viet Nam,2005,2289.0,110.0,53.4,64.0,21.0,245.0,-13.1,0.28,2509.0,3931.8,3.27,1775.0,0.7,0.2,2.2,9.317000000000002,123.5,0.5,13.0,5.0,4.3,19.0,69.8,2.9,32.9,84.8,61.6,47.677999999999976,39.73099999999998,0.48,20.9,8.6,20.822000000000013,0.9,3.410999999999997,15.5,64.0,4.0,33.993396,41.4286655,11.240448666666666,83832662.0,9
Viet Nam,2006,2293.0,110.0,57.4,65.7,22.3,252.0,-12.5,0.28,2533.0,4167.1,3.25,1778.0,0.7,0.2,2.2,9.393,124.6,0.6,12.9,4.8,2.9,22.0,72.5,3.0,31.6,85.6,63.6,48.02799999999996,46.11994633699634,0.4,19.9,8.6,20.38300000000001,1.0,3.2899999999999974,15.3,63.0,5.0,36.93270166666666,44.50185099999999,8.663434166666667,84617545.0,9
Viet Nam,2007,2299.0,112.0,61.0,67.7,24.0,260.0,-11.2,0.28,2582.0,4422.3,3.34,1782.0,0.7,0.2,2.1,9.586,126.2,0.6,12.1,4.6,1.1,38.0,72.9,3.2,30.4,86.4,65.6,48.93599999999996,48.855329670329695,0.25,18.9,8.5,19.47900000000001,1.1,3.2749999999999977,14.1,62.0,5.0,41.08506008333333,48.21528508333333,11.200887833333333,85419588.0,9
Viet Nam,2008,2304.0,114.0,64.4,70.7,26.3,267.0,-10.9,0.28,2634.0,4628.0,3.34,1786.0,0.7,0.2,2.1,9.335,128.0,0.7,11.1,4.5,1.4,40.0,73.0,3.4,29.4,87.3,67.5,50.06599999999997,49.24122967032969,0.16,18.1,8.5,19.15200000000001,1.2,3.124999999999998,12.9,61.0,6.0,56.2464355,59.3604645,36.79060925000001,86243424.0,9
Viet Nam,2009,2307.0,116.0,67.0,73.3,28.0,273.0,-10.7,0.29,2678.0,4830.3,3.45,1788.0,0.5,0.3,2.0,23.515999999999995,129.7,0.8,10.3,4.4,1.9,35.0,72.6,3.5,28.5,88.1,69.4,53.80699999999999,49.280101297313784,0.27,17.5,8.5,19.14200000000001,1.3,3.0639999999999987,11.8,60.0,7.0,60.946299833333335,63.34769683333334,9.030704083333331,87092250.0,9
Viet Nam,2010,2309.0,118.0,69.7,75.7,29.7,278.0,-11.0,0.28,2710.0,5089.4,3.44,1790.0,0.3,0.3,2.0,8.907999999999998,131.0,0.9,9.7,4.3,1.9,15.0,72.0,3.7,27.6,88.9,71.3,57.91900000000004,51.97465129731379,0.15,17.2,8.5,18.603000000000016,1.4,3.020999999999999,11.0,60.0,8.0,67.50421216666668,69.18041458333333,10.73475475,87967655.0,9
Viet Nam,2011,2309.0,120.0,70.3,78.0,30.3,288.0,-12.2,0.28,2755.0,5352.0,3.45,1790.0,0.5,0.3,2.0,8.911999999999999,131.7,0.9,8.9,4.3,2.7,14.0,71.6,4.0,26.8,89.7,73.3,58.14600000000003,52.001651297313785,0.19,17.0,8.4,17.60800000000002,1.5,2.8959999999999995,10.0,59.0,8.0,85.52037066666666,82.10174733333334,26.6423995,88871384.0,9
Viet Nam,2012,2308.0,121.0,71.3,79.7,31.0,296.0,-12.6,0.28,2789.0,5574.5,3.58,1790.0,0.5,0.3,1.9,8.740999999999998,131.8,1.0,8.4,4.3,2.8,10.0,71.6,4.2,25.9,90.4,75.2,58.82600000000003,52.27665129731379,0.27,17.0,8.4,7.823000000000008,1.6,1.453000000000001,9.3,58.0,8.0,92.27338441666666,89.56865774999999,8.389524833333335,89801926.0,9
Viet Nam,2013,2307.0,122.0,72.7,83.4,32.0,302.0,-10.3,0.28,2819.0,5815.2,3.58,1789.0,0.5,0.3,1.9,8.500999999999996,131.5,1.1,7.9,4.4,5.3,12.0,71.7,4.4,25.7,91.2,77.0,59.21500000000004,52.997280230880236,0.25,17.2,8.3,7.573000000000007,1.7,1.423000000000001,8.7,57.0,7.0,94.75282708333332,95.47362791666666,2.6918885,90752593.0,9
