Area,Year,Average dietary energy requirement (kcal/cap/day),Average dietary energy supply adequacy (percent) (3-year average),Average fat supply (g/cap/day) (3-year average),Average protein supply (g/cap/day) (3-year average),Average supply of protein of animal origin (g/cap/day) (3-year average),Average value of food production (constant 2004-2006 I$/cap) (3-year average),Cereal import dependency ratio (percent) (3-year average),Coefficient of variation of habitual caloric consumption distribution (real number),Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",Incidence of caloric losses at retail distribution level (percent),Minimum dietary energy requirement  (kcal/cap/day),Number of children under 5 years affected by wasting (million),Number of children under 5 years of age who are overweight (modeled estimates) (million),Number of children under 5 years of age who are stunted (modeled estimates) (million),Number of moderately or severely food insecure people (million) (3-year average),Number of newborns with low birthweight (million),Number of obese adults (18 years and older) (million),Number of people undernourished (million) (3-year average),Number of women of reproductive age (15-49 years) affected by anemia (million),Per capita food production variability (constant 2004-2006 thousand int$ per capita),Per capita food supply variability (kcal/cap/day),Percent of arable land equipped for irrigation (percent) (3-year average),Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),Percentage of population using at least basic drinking water services (percent),Percentage of population using at least basic sanitation services (percent),Percentage of population using safely managed drinking water services (Percent),Percentage of population using safely managed sanitation services (Percent),Political stability and absence of violence/terrorism (index),Prevalence of anemia among women of reproductive age (15-49 years),Prevalence of low birthweight (percent),Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),Prevalence of obesity in the adult population (18 years and older),Prevalence of severe food insecurity in the total population (percent) (3-year average),Prevalence of undernourishment (percent) (3-year average),Rail lines density (total route in km per 100 square km of land area),"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",Value of food imports in total merchandise exports (percent) (3-year average),"Consumer Prices, Food Indices (2015 = 100)","Consumer Prices, General Indices (2015 = 100)",Food price inflation,Population_total,Area_cat
Myanmar,2008,2257.0,107.0,62.0,71.7,26.0,313.0,-2.7,0.28,2412.0,2617.1,3.09,1758.0,0.3709999999999997,0.2,1.8,8.133499999999998,134.2,1.1,9.2,5.7,12.1,16.0,21.1,2.9,35.2,60.5,67.8,40.1,61.1,-1.09,40.5,12.9,43.77149999999987,3.6,9.99900000000002,18.4,0.27300000000000046,54.0,9.0,61.02902358333335,70.80849608333331,31.61460341666667,49929642.0,5
Myanmar,2009,2261.0,111.0,66.4,75.7,29.0,323.0,-2.8,0.28,2512.0,2874.8,3.17,1761.0,0.4,0.1,1.7,7.721999999999997,130.3,1.2,7.6,5.6,15.9,31.0,21.2,2.7,34.1,62.3,68.3,41.9,61.0,-1.29,40.0,12.8,44.22699999999986,3.8,9.98650000000002,15.1,0.23200000000000034,53.0,11.0,70.61603825,71.85104,16.230458916666667,50250366.0,5
Myanmar,2010,2265.0,114.0,69.3,79.0,31.7,323.0,-3.1,0.28,2581.0,3129.9,3.25,1764.0,0.3554999999999993,0.1,1.6,7.648000000000007,126.8,1.3,6.6,5.6,13.8,32.0,21.3,2.6,33.2,64.1,68.8,43.7,61.0,-1.29,39.6,12.7,44.22699999999986,4.0,9.98650000000002,13.1,0.2525000000000005,52.0,12.0,73.33459275000001,77.39677775,3.8502414166666665,50600827.0,5
Myanmar,2011,2271.0,117.0,70.0,81.3,33.0,317.0,-2.2,0.28,2642.0,3279.7,3.34,1768.0,0.36499999999999944,0.1,1.6,7.472000000000005,123.9,1.4,5.8,5.6,6.6,64.0,21.4,2.4,32.5,65.9,69.3,45.3,61.0,-1.11,39.4,12.6,45.36249999999986,4.3,9.98650000000002,11.4,0.2525000000000005,52.0,14.0,76.05314716666666,81.28322608333333,3.7074777500000007,50990612.0,5
Myanmar,2012,2276.0,117.0,69.7,82.0,33.3,313.0,-2.0,0.28,2654.0,3491.2,3.3,1771.0,0.31249999999999917,0.1,1.5,7.649500000000006,121.4,1.5,5.8,5.7,8.5,57.0,21.3,2.2,31.9,67.8,69.8,46.8,61.0,-0.94,39.4,12.5,45.32649999999986,4.6,9.98650000000002,11.2,0.2525000000000005,52.0,15.0,78.77170175,82.47612500000002,3.57492375,51413703.0,5
Myanmar,2013,2281.0,118.0,70.7,83.7,34.3,313.0,-2.3,0.28,2690.0,3753.3,3.37,1774.0,0.31199999999999917,0.1,1.5,7.609000000000008,119.2,1.6,5.4,5.7,15.9,48.0,21.3,2.1,31.1,69.7,70.3,48.3,61.0,-1.14,39.6,12.5,43.52499999999987,4.8,9.578000000000014,10.5,0.2525000000000005,52.0,15.0,82.85344008333333,87.13028474999999,5.159165333333333,51852464.0,5
Myanmar,2014,2286.0,119.0,72.3,85.7,36.3,319.0,-3.5,0.28,2730.0,4020.0,3.37,1778.0,0.2924999999999993,0.1,1.4,7.273000000000008,117.4,1.8,5.1,5.8,15.7,49.0,21.2,2.0,30.3,71.6,70.8,49.8,61.0,-1.09,40.0,12.4,43.246499999999926,5.1,9.504500000000014,9.7,0.2540000000000005,52.0,15.0,88.55862508333333,91.44610858333333,6.93107775,52280816.0,5
Myanmar,2015,2292.0,121.0,75.3,88.3,38.3,321.0,-3.2,0.28,2771.0,4268.5,3.37,1781.0,0.2924999999999993,0.1,1.4,7.295500000000008,116.2,1.9,4.7,5.9,12.1,43.0,21.1,1.9,29.5,73.6,71.3,51.3,60.9,-1.17,40.4,12.3,43.171999999999954,5.4,9.504500000000014,8.9,0.2540000000000005,51.0,18.0,100.18520333333332,100.09158075,13.05069425,52680724.0,5
Myanmar,2016,2296.0,122.0,75.7,89.0,39.0,214.0,-3.7,0.28,2796.0,4482.9,3.37,1783.0,0.3,0.1,1.3,7.3070000000000075,116.89650000000034,2.1,4.5,6.0,6.6,22.0,20.9,1.8,28.6,75.6,71.7,52.8,60.9,-0.8,40.9,12.164500000000011,33.97499999999994,5.8,8.828000000000014,8.4,0.2535000000000005,51.0,20.0,109.42877533333336,107.02675141666668,9.427205833333332,53045199.0,5
Myanmar,2017,2300.0,123.0,77.0,89.7,39.7,107.0,-2.7,0.28,2818.0,4739.9,3.37,1786.0,0.2999999999999991,0.1,1.3,7.297000000000009,116.89650000000034,2.0495000000000037,4.3,6.1,6.8,14.0,20.8,1.7,27.8,77.6,72.2,54.4,60.9,-1.08,41.2,12.217000000000011,32.69949999999996,5.567999999999984,5.262499999999996,8.1,0.2565000000000005,51.0,17.0,114.23840433333332,111.92058883333333,4.484645583333333,53382521.0,5
Myanmar,2018,2303.0,123.0,75.21550000000003,88.00250000000018,38.625999999999934,124.655,4.782499999999998,0.28,2836.0,5029.2,3.37,1788.0,0.3,0.1,1.2,8.518000000000006,116.89650000000034,2.059500000000004,4.2,6.2,8.808999999999976,15.0,22.81350000000004,1.6,26.9,79.6,72.7,56.0,60.8,-1.26,41.7,12.577000000000016,31.93299999999997,5.570499999999984,4.670999999999994,7.8,0.2565000000000005,51.535,12.0,121.75126675,119.61213966666666,6.561484916666667,53708318.0,5
Myanmar,2019,2306.0,123.0,75.09800000000001,87.90600000000019,37.95749999999993,127.08,14.870499999999998,0.28,2851.0,5082.5,3.37,1790.0,0.297499999999999,0.1,1.2,12.0,116.89650000000034,2.059500000000004,4.1,6.3,8.808999999999976,19.0,26.814500000000006,1.6,26.1,81.7,73.2,57.6,60.8,-1.26,42.1,12.990000000000018,22.2,5.581999999999985,1.9,7.6,0.2565000000000005,52.875,13.4,132.71482899999998,130.167991,9.023918333333334,54045422.0,5
Myanmar,2020,2309.0,122.81,74.32650000000007,88.69800000000014,37.52249999999995,131.56,19.201999999999988,0.28,2844.11,4544.0,3.37,1792.0,0.297499999999999,0.1,1.1,9.860000000000007,116.0215000000003,2.060500000000004,4.161500000000011,6.24249999999999,8.782999999999978,18.715,29.316999999999997,1.5,25.2,83.7,73.6,58.8,60.7,-0.6500000000000005,37.93850000000005,11.664000000000001,29.888499999999937,5.611499999999985,5.943000000000004,7.7044999999999835,0.2565000000000005,53.235,12.665,136.44571025000002,135.098102,2.8597389166666667,54409794.0,5
Philippines,2000,2161.0,109.65,47.19849999999997,54.38150000000006,19.761500000000016,194.055,24.41099999999998,0.3,2389.77,4453.8,3.22,1694.0,0.5675000000000011,0.3,3.8,41.33500000000013,498.1,1.4,15.132500000000041,4.9,8.741000000000025,38.0,27.79000000000001,2.4,35.7,86.0,61.1,36.3,43.2,-1.39,25.0,21.5,41.20349999999991,3.3,5.498500000000003,18.426999999999975,0.21900000000000022,58.535,7.095,50.99826533333334,55.13615675,3.7194303295833238,77991757.0,6
Philippines,2001,2163.0,110.0,47.7,53.7,22.0,192.0,25.5,0.3,2374.0,4492.7,3.22,1695.0,0.5675000000000011,0.3,3.9,41.33500000000013,500.4,1.5,14.9,4.9,10.2,38.0,27.6,2.4,35.3,86.3,61.5,36.4,43.5,-1.2724499999999968,24.3,21.4,41.20349999999991,3.4,5.518000000000003,18.7,0.21900000000000022,57.0,6.0,52.83749416666666,58.11503166666668,3.6137593333333338,79672869.0,6
Philippines,2002,2165.0,110.0,46.7,54.0,22.0,194.0,24.7,0.3,2373.0,4562.8,3.27,1697.0,0.6435000000000008,0.3,3.9,41.33500000000013,501.2,1.6,15.0,4.9,7.4,28.0,27.9,2.5,35.0,86.7,61.9,38.4,43.9,-0.86,23.8,21.3,40.278999999999904,3.6,5.535000000000004,18.4,0.21900000000000022,57.0,6.0,53.89155491666667,59.697371499999996,1.9967001666666664,81365260.0,6
Philippines,2003,2168.0,111.0,46.3,54.7,22.3,196.0,22.8,0.29,2402.0,4697.5,3.28,1699.0,0.7,0.3,3.9,41.33500000000013,500.4,1.7,14.2,4.9,5.2,25.0,27.9,2.5,34.6,87.1,62.3,40.5,44.2,-1.56,23.3,21.2,40.278999999999904,3.7,2.4939999999999944,17.1,0.2195000000000002,58.0,6.0,54.42934108333335,61.051950500000004,0.99821925,83051970.0,6
Philippines,2004,2171.0,112.0,45.7,55.3,22.7,197.0,21.2,0.29,2428.0,4908.1,3.22,1701.0,0.7095000000000006,0.3,3.9,41.33500000000013,498.3,1.9,13.7,4.9,0.9,19.0,27.9,2.6,34.3,87.5,62.7,42.6,44.6,-1.71,22.8,21.1,39.8244999999999,3.9,2.1639999999999953,16.2,0.2190000000000002,59.0,6.0,57.72059266666666,63.97688208333333,6.034824583333332,84710544.0,6
Philippines,2005,2175.0,114.0,46.3,56.7,23.0,199.0,21.7,0.29,2468.0,5054.2,3.25,1703.0,0.7095000000000006,0.3,3.9,41.33500000000013,495.3,2.0,12.9,4.9,1.1,23.0,27.8,2.7,34.0,87.9,63.1,44.2,44.9,-1.18,22.2,21.0,39.8244999999999,4.1,2.0619999999999954,14.9,0.2185000000000002,60.0,6.0,61.37753891666667,68.19645524999999,6.356637833333334,86326251.0,6
Philippines,2006,2181.0,115.0,47.7,57.7,23.7,203.0,22.2,0.29,2504.0,5228.3,3.25,1707.0,0.7095000000000006,0.3,3.8,41.33500000000013,491.4,2.1,12.3,4.8,0.7,23.0,27.7,2.8,33.7,88.3,63.5,44.7,45.3,-1.64,21.8,20.9,39.8244999999999,4.2,1.9909999999999959,14.0,0.21550000000000022,60.0,6.0,64.5450995,71.92454408333333,5.1698045,87888675.0,6
Philippines,2007,2188.0,116.0,49.0,58.7,24.3,208.0,22.0,0.29,2540.0,5474.7,3.3,1712.0,0.7070000000000006,0.3,3.8,41.33500000000013,487.6,2.3,11.7,4.8,1.2,30.0,27.6,2.9,33.4,88.7,64.7,44.8,46.2,-1.6,21.1,20.8,39.78849999999989,4.4,1.9554999999999958,13.1,0.21600000000000022,59.0,8.0,66.93824816666667,74.04032441666666,3.7032716666666654,89405482.0,6
Philippines,2008,2197.0,117.0,50.0,59.3,25.0,211.0,22.4,0.29,2567.0,5618.5,3.31,1718.0,0.7,0.3,3.7,41.33500000000013,484.0,2.4,11.4,4.7,4.1,41.0,27.7,2.9,33.1,89.1,66.0,45.0,47.2,-1.78,20.2,20.7,39.73049999999989,4.6,1.9584999999999957,12.6,0.2,59.0,9.0,75.60736166666666,80.09996741666666,12.930978083333335,90901967.0,6
Philippines,2009,2205.0,117.0,50.7,60.0,25.0,209.0,22.9,0.29,2569.0,5606.6,3.37,1723.0,0.7385000000000003,0.3,3.6,41.33500000000013,481.3,2.6,11.8,4.6,5.8,31.0,28.3,3.0,32.9,89.5,67.2,45.1,48.2,-1.73,19.5,20.6,40.313499999999884,4.8,1.9594999999999956,12.8,0.21550000000000022,59.0,10.0,80.35601383333334,83.47442724999998,6.404638333333334,92414161.0,6
Philippines,2010,2212.0,116.0,51.7,60.0,24.7,208.0,21.6,0.29,2556.0,5918.4,3.39,1728.0,0.765500000000001,0.3,3.6,41.33500000000013,479.7,2.8,12.6,4.5,5.3,28.0,28.6,3.1,32.7,89.9,68.5,45.3,49.2,-1.65,18.7,20.6,39.24849999999988,5.0,1.9594999999999956,13.4,0.21900000000000028,59.0,10.0,83.55584183333333,86.63311333333333,3.9844676666666663,93966784.0,6
Philippines,2011,2215.0,115.0,52.0,59.7,24.3,209.0,20.0,0.29,2549.0,6043.6,3.35,1730.0,0.8,0.4,3.6,41.33500000000013,479.4,3.0,13.1,4.4,4.4,22.0,29.0,3.3,32.4,90.3,69.9,45.5,50.2,-1.39,17.8,20.5,39.23049999999987,5.2,1.9594999999999956,13.7,0.22000000000000028,59.0,10.0,88.13240224999998,90.72082475,5.483604499999998,95570049.0,6
Philippines,2012,2217.0,115.0,51.7,59.0,24.0,212.0,17.8,0.29,2551.0,6351.3,3.32,1731.0,0.8110000000000009,0.4,3.6,41.33500000000013,479.5,3.2,13.3,4.2,3.3,41.0,29.3,3.4,32.2,90.8,71.2,45.7,51.4,-1.19,16.9,20.4,39.458999999999875,5.4,1.957499999999996,13.7,0.22050000000000028,59.0,10.0,90.491927,93.46691158333331,2.6761668333333333,97212639.0,6
Philippines,2013,2219.0,115.0,50.6,59.3,24.3,209.0,17.6,0.29,2547.0,6666.3,3.3,1732.0,0.9,0.4,3.6,41.33500000000013,479.8,3.4,13.7,4.1,4.0,42.0,29.9,3.5,31.8,91.2,72.6,45.9,52.5,-1.08,15.9,20.3,39.46449999999987,5.7,2.0504999999999955,13.8,0.22050000000000028,59.0,9.0,92.79193016666666,95.88087008333332,2.5409804166666663,98871558.0,6
Philippines,2014,2221.0,115.0,51.0,59.7,24.7,203.0,17.7,0.29,2550.0,6973.6,3.3,1734.0,0.8320000000000017,0.4,3.6,41.33500000000013,480.2,3.6,13.9,3.9,3.9,38.0,30.5,3.6,31.3,91.6,73.9,46.1,53.6,-0.71,15.2,20.2,39.597499999999876,5.9,2.333499999999994,13.8,0.2220000000000003,59.0,10.0,98.14603566666663,99.33049433333332,5.77024425,100513137.0,6
Philippines,2015,2225.0,115.0,51.0,60.7,25.3,195.0,19.7,0.29,2572.0,7300.1,3.3,1736.0,0.8,0.4,3.6,42.1,480.7,3.9,13.6,3.8,4.9,43.0,31.6,3.7,31.1,92.0,75.3,46.3,54.8,-0.86,14.5,20.1,41.2,6.2,3.2,13.3,0.2,58.0,11.0,100.00112033333336,100.00017325,1.9137715,102113206.0,6
Philippines,2016,2228.0,117.0,52.7,61.3,25.3,127.0,21.2,0.29,2619.0,7705.1,3.3,1738.0,0.7970000000000006,0.4,3.5,41.219500000000124,480.44949999999875,4.1,12.5,3.7,6.1,34.0,32.7,3.8,30.5,92.4,76.7,46.6,55.9,-1.38,13.9,19.35399999999995,39.09399999999989,6.4,2.6639999999999953,12.1,0.2,58.0,12.0,101.58472908333331,101.25387416666668,1.5823200833333333,103663812.0,6
Philippines,2017,2234.0,120.0,54.0,62.0,25.7,62.0,23.2,0.29,2672.0,8120.9,3.3,1742.0,0.6734999999999981,0.4,3.4,42.28300000000006,480.44949999999875,3.981000000000007,11.4,3.6,8.3,34.0,33.8,3.9,29.9,92.9,78.0,46.8,57.1,-1.18,13.3,16.99999999999999,38.89799999999989,6.325500000000009,2.7524999999999973,10.9,0.22150000000000034,58.0,13.0,104.68407758333332,104.14283725,3.0503054166666663,105172921.0,6
Philippines,2018,2240.0,122.0,63.12249999999995,67.47500000000001,27.75899999999995,78.905,21.16299999999993,0.29,2731.0,8516.1,3.3,1746.0,0.6,0.4,3.3,44.0,268.03699999999964,3.981000000000007,10.3,3.5,7.4619999999999855,33.0,33.97600000000004,4.0,29.9,93.3,79.4,47.0,58.3,-1.08,12.8,13.096499999999992,41.2,6.324000000000009,3.2,9.7,0.22400000000000037,55.185,14.0,111.85556275,109.57035016666664,6.841128833333332,106651394.0,6
Philippines,2019,2247.0,123.0,69.65599999999992,67.52550000000002,28.431999999999956,83.85,20.957499999999932,0.29,2770.0,8914.7,3.3,1751.0,0.6614999999999983,0.4,3.2,46.1,268.03699999999964,3.981000000000007,10.1,3.5,7.460999999999987,44.0,36.15300000000003,4.1,29.4,93.7,80.8,47.2,59.5,-0.88,12.3,12.606999999999994,42.7,6.322000000000008,4.0,9.4,0.24650000000000044,53.76,12.82,114.16310691666666,112.28800008333332,2.1069521666666664,108116622.0,6
Philippines,2020,2252.0,123.255,71.25949999999995,67.75050000000002,29.005999999999943,87.43,21.130999999999926,0.31,2792.265,7953.6,3.3,1754.0,0.6614999999999983,0.4,3.0,35.93350000000008,130.81550000000007,3.981000000000007,10.37499999999997,3.530000000000001,7.468999999999986,39.615,36.71550000000003,4.2,28.7,94.1,82.3,47.5,60.6,-1.0333500000000009,13.48450000000002,12.599499999999994,31.929999999999918,6.298000000000009,3.2790000000000004,8.595000000000011,0.2625000000000005,52.665,11.445,117.28507841666668,115.247046,2.732037416666667,109581085.0,6
Singapore,2000,2445.0,113.94,61.733500000000085,65.86100000000006,25.627999999999993,5.58,76.93950000000004,0.2151000000000005,2717.955,56106.7,3.0422500000000032,1888.0,0.1,0.1,0.1,2.0984999999999996,4.9,0.1,5.372500000000006,0.1,2.787,21.315,38.58099999999991,3.0,4.4,99.0,99.0,99.0,99.0,1.14,12.3,9.8,37.87649999999988,4.4,1.1015,9.591000000000003,0.508,48.81,2.0,72.30195075,75.25475908333333,0.44057914083333394,4027887.0,7
Singapore,2001,2449.0,113.94,61.6850000000001,65.86100000000006,25.627999999999993,5.0,76.93950000000004,0.21485000000000054,2722.71,54029.7,3.0560999999999994,1891.0,0.1115000000000002,0.1,0.1,1.8829999999999998,4.8,0.1,5.372500000000006,0.1,3.0,21.13,38.58099999999991,3.0,4.3,99.0,99.0,99.0,99.0,1.1805499999999967,12.1,9.8,37.87649999999988,4.5,1.1015,9.521500000000003,0.508,48.865,2.0,72.67540749999998,76.00519783333334,0.516552,4138012.0,7
Singapore,2002,2452.0,113.97,61.6950000000001,65.86250000000005,25.627999999999993,5.0,76.93150000000003,0.21485000000000054,2719.24,55634.7,3.0900499999999997,1893.0,0.1115000000000002,0.1,0.1,1.8829999999999998,4.7,0.1,5.362000000000006,0.1,2.5,21.805,38.58699999999991,3.1,4.2,99.0,99.0,99.0,99.0,1.26,11.9,9.8,37.82899999999988,4.6,1.1015,9.521500000000003,0.5085,48.865,2.0,72.83746499999998,75.70750341666667,0.22318441666666666,4175950.0,7
Singapore,2003,2455.0,113.975,61.7165000000001,65.89500000000005,25.629999999999992,6.0,76.76100000000002,0.21485000000000054,2723.865,59022.1,3.1118499999999987,1894.0,0.11050000000000021,0.1,0.1,1.8829999999999998,4.6,0.2,5.174000000000006,0.1,2.5,23.71,38.65799999999992,3.1,4.1,99.0,99.0,99.0,99.0,0.88,11.8,9.7,37.236499999999886,4.7,1.1015,9.580500000000002,0.5085,48.865,2.0,73.07686775,76.09202558333334,0.32868116666666664,4114826.0,7
Singapore,2004,2458.0,113.985,61.7345000000001,65.98000000000005,25.63499999999999,6.0,76.56400000000001,0.21485000000000054,2739.02,64011.4,3.1217500000000005,1896.0,0.1100000000000002,0.1,0.1,1.8829999999999998,4.6,0.2,4.945000000000002,0.1,2.4,26.3,38.70649999999991,3.2,4.0,99.0,99.0,99.0,99.0,1.09,11.7,9.7,37.04999999999989,4.8,1.1015,9.602500000000003,0.5085,48.915,2.0,74.09340999999999,77.35722841666666,1.3903365,4166664.0,7
Singapore,2005,2461.0,113.81,61.7445000000001,78.50700000000003,26.49599999999999,6.0,76.634,0.21485000000000054,2753.685,67125.6,3.1202000000000005,1899.0,0.1100000000000002,0.1,0.1,1.2115000000000005,4.6,0.2,4.499,0.1,1.6,22.57,38.7869999999999,3.2,3.9,99.0,99.0,99.0,99.0,1.16,11.7,9.7,37.04999999999989,4.9,1.1015,9.519000000000004,0.5105000000000001,48.915,2.0,72.3939395,77.68273,-2.2917995,4265762.0,7
Singapore,2006,2470.0,113.815,61.823500000000095,83.89200000000004,26.714499999999994,5.0,77.86200000000014,0.21485000000000054,2757.9,70916.0,3.1144500000000006,1904.0,0.1100000000000002,0.1,0.1,0.3565,4.6,0.2,4.322000000000002,0.1,1.3,23.385,38.74749999999991,3.3,3.8,99.0,99.0,99.0,99.0,1.25,11.6,9.7,37.04999999999989,5.0,1.1015,9.577500000000004,0.511,48.9,2.0,73.81223841666667,78.43073833333331,1.9596963333333333,4401365.0,7
Singapore,2007,2479.0,113.75,61.8545000000001,83.79800000000002,26.708999999999996,5.0,76.09950000000018,0.21485000000000054,2765.905,74159.4,3.117200000000002,1910.0,0.1100000000000002,0.1,0.1,0.2544999999999999,4.6,0.2,4.261500000000004,0.1,1.1,23.205,38.50199999999991,3.4,3.7,99.0,99.0,99.0,99.0,1.17,11.5,9.7,37.77999999999989,5.1,1.1015,9.577500000000004,0.511,48.87,2.0,76.79215275,80.08161125,4.0310991666666665,4588599.0,7
Singapore,2008,2488.0,113.575,61.8495000000001,84.73399999999997,26.705499999999997,5.0,75.19200000000009,0.21485000000000054,2767.15,71629.8,3.1172500000000025,1915.0,0.1100000000000002,0.1,0.1,0.25049999999999994,4.7,0.2,4.1035000000000075,0.2,1.2,23.025,38.366999999999905,3.5,3.5,99.0,99.0,99.0,99.0,1.35,11.5,9.7,37.89799999999989,5.2,1.1015,9.504000000000007,0.512,48.82,2.0,84.25423516666667,85.38924575,9.732986666666667,4839396.0,7
Singapore,2009,2495.0,113.515,61.8005000000001,84.77150000000003,26.73349999999999,4.0,78.31249999999996,0.21485000000000054,2765.365,69585.8,3.1278500000000027,1920.0,0.1100000000000002,0.1,0.1,0.2105000000000002,4.7,0.2,3.878500000000005,0.2,1.5,27.425,38.33899999999991,3.7,3.4,99.0,99.0,99.0,99.0,1.18,11.4,9.7,38.363499999999895,5.3,1.1015,9.365500000000006,0.5240000000000001,48.835,2.0,86.37982591666668,85.89878058333333,2.5671424166666665,4987573.0,7
Singapore,2010,2501.0,113.5,61.804500000000104,84.54599999999996,26.781999999999993,4.0,74.80050000000007,0.21485000000000054,2764.68,78294.0,3.1365500000000015,1924.0,0.11200000000000021,0.1,0.1,0.20600000000000018,4.7,0.2,3.684500000000006,0.2,1.0,28.53,38.16899999999992,3.8,3.3,99.0,99.0,99.0,99.0,1.17,11.4,9.7,38.363499999999895,5.4,1.1015,9.268000000000006,0.6550000000000012,48.68,2.0,88.39792949999998,88.32427133333334,2.339372416666667,5076732.0,7
Singapore,2011,2503.0,113.805,61.81400000000011,84.88249999999996,26.843999999999998,5.0,75.80700000000006,0.21485000000000054,2769.345,81538.4,3.1428000000000003,1925.0,0.11200000000000021,0.1,0.1,0.20600000000000018,4.7,0.2,3.3780000000000046,0.2,1.0,28.925,37.97399999999991,3.9,3.2,99.0,99.0,99.0,99.0,1.19,11.5,9.7,38.363499999999895,5.5,1.1015,8.792000000000002,0.6815000000000011,48.615,2.0,91.54548841666669,92.95934658333334,3.5623071666666664,5183688.0,7
Singapore,2012,2505.0,114.075,61.80950000000011,83.65900000000003,26.962499999999995,5.0,76.19050000000007,0.21485000000000054,2775.605,83112.0,3.1524000000000023,1926.0,0.11200000000000021,0.1,0.1,0.20600000000000018,4.7,0.2,3.2970000000000024,0.2,0.8,28.885,37.8169999999999,4.0,3.2,99.0,99.0,99.0,99.0,1.37,11.5,9.7,38.4009999999999,5.6,1.1015,8.382999999999997,0.6805000000000011,48.6,2.0,93.78511291666668,97.21279691666666,2.4500005833333334,5312437.0,7
Singapore,2013,2506.0,113.975,61.8285000000001,83.37500000000001,27.022999999999996,5.0,76.34750000000004,0.21485000000000054,2780.08,85732.8,3.2002500000000054,1926.0,0.11200000000000021,0.1,0.1,0.20600000000000018,4.8,0.3,3.1405000000000003,0.2,0.2,30.635,37.605999999999895,4.1,3.1,99.0,99.0,99.0,99.0,1.38,11.6,9.6,36.93049999999991,5.7,1.1015,8.022500000000006,0.6805000000000011,48.48,3.0,95.95555633333332,99.50566191666664,2.3162909166666665,5399162.0,7
Singapore,2014,2505.0,114.175,61.99600000000006,80.22250000000004,26.642499999999995,5.0,76.31000000000002,0.2146000000000005,2784.285,87959.4,3.2161500000000056,1926.0,0.1110000000000002,0.1,0.1,0.20600000000000018,4.8,0.3,2.966000000000002,0.2,0.7,32.06,37.49399999999989,4.2,3.1,99.0,99.0,99.0,99.0,1.19,11.8,9.6,31.47749999999995,5.8,1.1015,7.712500000000015,0.7055000000000003,48.31,3.0,98.79082725,100.52574241666666,2.9564645,5469724.0,7
Singapore,2015,2503.0,114.33,62.82500000000015,83.7075,26.754999999999985,5.0,76.14250000000001,0.2144500000000005,2787.16,89519.7,3.222600000000006,1924.0,0.1110000000000002,0.1,0.1,0.2,4.8,0.3,2.853000000000001,0.2,0.8,35.995,37.4399999999999,4.3,3.0,99.0,99.0,99.0,99.0,1.31,11.9,9.6,2.8,6.0,1.0,7.5184999999999915,0.7254999999999998,48.59,3.0,100.00087566666667,100.0003765,1.2287415833333333,5535002.0,7
Singapore,2016,2502.0,114.29,64.25500000000017,83.59300000000002,27.04349999999998,3.0,74.25100000000005,0.2144500000000005,2785.22,91307.5,3.226150000000006,1923.0,0.11250000000000022,0.1,0.1,0.2,7.0814999999999815,0.3,2.8004999999999995,0.2,1.1,36.035,37.5039999999999,4.4,3.0,99.0,99.0,99.0,99.0,1.5,12.1,9.616999999999978,3.1,6.1,1.2,7.7385000000000055,0.7254999999999998,48.31,3.0,102.30233825,99.46810566666664,2.30281025,5607283.0,7
Singapore,2017,2496.0,114.525,64.79500000000017,83.81049999999999,27.020999999999976,2.0,74.28550000000001,0.21470000000000047,2786.93,95350.4,3.226150000000006,1919.0,0.11250000000000022,0.1,0.1,0.2,7.0814999999999815,0.29599999999999904,2.7479999999999993,0.2,1.5,37.87,37.5204999999999,4.5,2.9,99.0,99.0,99.0,99.0,1.62,12.4,9.617499999999977,4.1,5.978999999999998,1.4,7.697000000000003,0.7279999999999996,48.345,3.0,103.62022741666668,100.04130108333334,1.2884244166666663,5612253.0,7
Singapore,2018,2490.0,114.605,64.79500000000017,81.793,27.020999999999976,4.74,74.28550000000001,0.21480000000000046,2787.785,98222.8,3.2266000000000052,1913.0,0.11250000000000022,0.1,0.1,0.3,7.079499999999981,0.295499999999999,2.737499999999999,0.2,1.4519999999999993,36.0,37.5204999999999,4.6,2.9,99.0,99.0,99.0,99.0,1.49,12.7,9.617499999999977,4.7,5.967999999999997,1.4,7.809000000000011,0.7279999999999996,48.345,3.0,104.96085283333332,100.4801025,1.2940671666666663,5638676.0,7
Singapore,2019,2483.0,115.075,64.79500000000017,82.584,27.020999999999976,4.74,74.28550000000001,0.21495000000000047,2790.94,98411.6,3.2266000000000052,1908.0,0.11250000000000022,0.1,0.1,0.3,7.197999999999982,0.29299999999999904,2.7135,0.2,1.4344999999999992,31.755,37.5204999999999,4.7,2.9,99.0,99.0,99.0,99.0,1.53,13.0,9.617499999999977,4.5,6.0189999999999975,0.9,7.926000000000021,0.7279999999999996,48.345,3.035,106.16010825,101.04807666666666,1.1428373333333333,5703569.0,7
