Year,Average dietary energy requirement (kcal/cap/day),Average dietary energy supply adequacy (percent) (3-year average),Average fat supply (g/cap/day) (3-year average),Average protein supply (g/cap/day) (3-year average),Average supply of protein of animal origin (g/cap/day) (3-year average),Average value of food production (constant 2004-2006 I$/cap) (3-year average),Cereal import dependency ratio (percent) (3-year average),Coefficient of variation of habitual caloric consumption distribution (real number),Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",Incidence of caloric losses at retail distribution level (percent),Minimum dietary energy requirement  (kcal/cap/day),Number of children under 5 years affected by wasting (million),Number of children under 5 years of age who are overweight (modeled estimates) (million),Number of children under 5 years of age who are stunted (modeled estimates) (million),Number of moderately or severely food insecure people (million) (3-year average),Number of newborns with low birthweight (million),Number of obese adults (18 years and older) (million),Number of people undernourished (million) (3-year average),Number of severely food insecure people (million) (3-year average),Number of women of reproductive age (15-49 years) affected by anemia (million),Per capita food production variability (constant 2004-2006 thousand int$ per capita),Per capita food supply variability (kcal/cap/day),Percent of arable land equipped for irrigation (percent) (3-year average),Percentage of children under 5 years affected by wasting (percent),Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),Percentage of population using at least basic drinking water services (percent),Percentage of population using at least basic sanitation services (percent),Percentage of population using safely managed drinking water services (Percent),Percentage of population using safely managed sanitation services (Percent),Political stability and absence of violence/terrorism (index),Prevalence of anemia among women of reproductive age (15-49 years),Prevalence of exclusive breastfeeding among infants 0-5 months of age,Prevalence of low birthweight (percent),Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),Prevalence of obesity in the adult population (18 years and older),Prevalence of severe food insecurity in the total population (percent) (3-year average),Prevalence of undernourishment (percent) (3-year average),Rail lines density (total route in km per 100 square km of land area),"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",Value of food imports in total merchandise exports (percent) (3-year average),"Consumer Prices, Food Indices (2015 = 100)","Consumer Prices, General Indices (2015 = 100)",Food price inflation
2010,2357.0,122.0,86.7,78.7,43.0,464.0,71.1,0.22,2875.0,20536.4,2.94,1822.0,0.26499999999999957,0.1,0.4,4.9845,53.8,2.2,0.9,2.4579999999999953,2.3,8.6,25.0,46.3,9.799000000000015,6.0,17.9,97.0,98.8,93.3,69.0,0.14,30.4,37.01899999999997,11.1,16.675,12.0,6.873499999999991,3.2,0.7,45.0,6.0,83.78102066666666,88.66966233333332,2.409906916666667
2011,2363.0,123.0,88.0,79.3,43.7,470.0,72.3,0.22,2900.0,21289.3,2.9,1826.0,0.26199999999999973,0.1,0.4,4.9845,55.3,2.4,0.8,2.456999999999995,2.3,11.3,35.0,47.8,9.611000000000011,6.0,18.1,97.0,99.0,93.4,69.9,0.08,30.2,39.55799999999994,11.2,16.81300000000002,12.6,6.873499999999991,3.0,0.7,44.0,6.0,87.809827,91.48445516666668,4.806543083333334
2012,2368.0,123.0,88.3,80.0,44.0,481.0,72.6,0.22,2919.0,22132.2,2.91,1829.0,0.2455,0.1,0.4,5.098999999999991,56.7,2.6,0.8,2.441999999999995,2.4,12.5,44.0,50.6,9.64350000000001,6.0,18.3,97.0,99.0,93.4,70.8,-0.01,30.1,40.543999999999954,11.3,16.64550000000002,13.1,6.873499999999991,2.8,0.680000000000001,44.0,6.0,90.16985566666666,93.00636408333332,2.694544083333333
2013,2372.0,122.0,89.0,79.7,44.7,480.0,76.4,0.22,2896.0,22855.9,2.86,1832.0,0.258,0.1,0.5,5.098999999999991,57.9,2.7,0.9,2.441999999999995,2.4,11.2,53.0,53.1,9.463500000000009,6.1,18.5,97.0,99.0,93.5,71.8,0.05,30.2,40.690999999999974,11.4,16.64550000000002,13.7,6.873499999999991,3.2,0.7055000000000008,43.0,6.0,93.381729,94.96415958333336,3.5604490833333333
2014,2375.0,121.0,90.7,79.0,45.0,480.0,74.8,0.22,2878.0,23906.2,2.86,1834.0,0.23350000000000035,0.2,0.5,5.098999999999991,58.8,2.9,1.0,2.425499999999995,2.5,9.1,39.0,54.6,8.943000000000005,6.1,18.8,97.0,99.0,93.5,72.7,0.27,30.4,42.13049999999996,11.4,16.62250000000002,14.3,6.873499999999991,3.4,0.7360000000000001,43.0,6.0,96.50283241666664,97.94887391666668,3.3469289166666667
2015,2378.0,119.0,91.0,78.0,45.0,477.0,73.9,0.22,2842.0,24787.8,2.86,1836.0,0.2,0.2,0.5,5.3,59.5,3.1,1.1,2.4,2.5,9.7,42.0,54.0,8.0,6.1,19.1,97.1,99.0,93.6,73.4,0.26,30.7,42.34199999999998,11.3,17.4,14.9,7.8,3.8,0.7529999999999998,42.0,6.0,100.00796433333332,100.01010008333333,3.62833175
2016,2379.0,120.0,92.3,77.7,44.3,315.0,70.6,0.22,2857.0,25541.8,2.86,1837.0,0.3,0.2,0.5,4.6,52.09374999999999,3.3,1.1,2.1,2.6,10.6,44.0,53.5,11.5,6.1,19.5,97.1,99.0,93.6,74.3,0.14,30.9,40.3,11.071000000000016,15.1,15.6,6.7,3.5,0.7780000000000004,42.0,6.0,103.876177,102.10087783333334,3.874704416666667
2017,2380.0,120.0,91.3,77.3,43.7,156.0,71.9,0.21,2850.0,26661.5,2.86,1838.0,0.27949999999999947,0.2,0.5,4.7,52.09374999999999,3.1924999999999977,1.1,2.1,2.6,11.1,51.0,53.5,10.241500000000007,6.1,19.9,97.1,99.0,93.7,75.9,0.12,31.3,45.8474999999999,11.033500000000013,15.1,14.819999999999972,6.7,3.4,0.8,42.0,6.0,108.21220600000001,106.05340808333335,4.174879583333333
2018,2381.0,120.0,87.08449999999989,78.7634999999999,43.93449999999998,421.05882352941177,72.01299999999986,0.21,2862.0,27558.1,2.86,1839.0,0.2929999999999991,0.2,0.5,4.7,52.09374999999999,3.1924999999999977,1.0,2.1,2.7,11.51149999999999,46.0,52.668,9.830500000000018,6.1,20.3,97.1,99.0,93.7,77.5,0.26,31.6,45.8474999999999,11.01750000000001,15.1,14.819999999999972,6.7,3.2,0.8,42.625,5.0,109.678496,106.99167241666667,1.36267375
2019,2382.0,120.0,87.01199999999984,78.94749999999989,43.97499999999997,421.05882352941177,72.01299999999986,0.21,2860.0,28364.5,2.86,1840.0,0.3,0.2,0.5,6.0,52.09374999999999,3.1924999999999977,1.0,2.4,2.8,11.51149999999999,19.0,52.6175,9.7,6.1,20.6,97.1,98.88699999999999,93.8,76.35799999999993,0.11,32.0,45.8474999999999,10.990500000000011,18.7,14.819999999999972,7.5,3.2,0.7800000000000005,42.68,5.35,111.48692033333332,107.70091141666664,1.6512072500000006
2020,2382.0,120.58,86.80949999999986,78.6024999999999,43.981499999999976,421.05882352941177,72.01299999999986,0.21,2851.3684210526317,26435.2,2.86,1840.0,0.2929999999999991,0.2,0.5,5.433500000000007,52.09374999999999,3.1924999999999977,1.005,2.040000000000001,2.7435000000000036,11.51149999999999,27.665,52.6175,9.93350000000002,6.1,20.9,97.1,98.88699999999999,93.8,75.94099999999987,0.16165000000000002,31.828000000000028,45.8474999999999,10.98100000000001,16.586999999999954,14.819999999999972,7.565500000000005,3.269000000000001,0.7800000000000005,43.11,5.35,112.904334,106.47451883333336,1.2711849999999998
