Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","115","Cambodia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2004","2004","Number","0.26","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2005","2005","Number","0.26","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2006","2006","Number","0.26","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2007","2007","Number","0.26","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2008","2008","Number","0.26","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2009","2009","Number","0.26","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2010","2010","Number","0.26","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2011","2011","Number","0.26","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2012","2012","Number","0.26","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2013","2013","Number","0.26","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2014","2014","Number","0.26","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2015","2015","Number","0.26","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2016","2016","Number","0.26","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2017","2017","Number","0.25","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2018","2018","Number","0.25","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2019","2019","Number","0.24","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2020","2020","Number","0.24","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2000","2000","%","2.78","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2001","2001","%","2.89","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2002","2002","%","2.72","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2003","2003","%","2.81","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2004","2004","%","2.74","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2005","2005","%","2.83","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2006","2006","%","2.96","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2007","2007","%","2.93","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2008","2008","%","2.91","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2009","2009","%","2.96","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2010","2010","%","2.93","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2011","2011","%","2.97","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2012","2012","%","2.91","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2013","2013","%","2.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2014","2014","%","2.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2015","2015","%","2.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2016","2016","%","2.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2017","2017","%","2.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2018","2018","%","2.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2019","2019","%","2.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2020","2020","%","2.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20002002","2000-2002","g/capita/day","30","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20012003","2001-2003","g/capita/day","31","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20022004","2002-2004","g/capita/day","31.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20032005","2003-2005","g/capita/day","32.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20042006","2004-2006","g/capita/day","34","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20052007","2005-2007","g/capita/day","35","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20062008","2006-2008","g/capita/day","35.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20072009","2007-2009","g/capita/day","34.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20082010","2008-2010","g/capita/day","34","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20092011","2009-2011","g/capita/day","33.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20102012","2010-2012","g/capita/day","33.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20112013","2011-2013","g/capita/day","34","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20122014","2012-2014","g/capita/day","34.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20132015","2013-2015","g/capita/day","35.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20142016","2014-2016","g/capita/day","36","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","35.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","115","Cambodia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20162018","2016-2018","g/capita/day","35.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20002002","2000-2002","%","106","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20012003","2001-2003","%","107","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20022004","2002-2004","%","108","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20032005","2003-2005","%","108","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20042006","2004-2006","%","108","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20052007","2005-2007","%","109","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20062008","2006-2008","%","110","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20072009","2007-2009","%","112","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20082010","2008-2010","%","113","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20092011","2009-2011","%","116","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20102012","2010-2012","%","118","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20112013","2011-2013","%","119","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20122014","2012-2014","%","121","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20132015","2013-2015","%","123","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20142016","2014-2016","%","125","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20152017","2015-2017","%","126","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20162018","2016-2018","%","127","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","127","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20182020","2018-2020","%","126","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20002002","2000-2002","I$ per person","166","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20012003","2001-2003","I$ per person","173","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20022004","2002-2004","I$ per person","181","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20032005","2003-2005","I$ per person","187","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20042006","2004-2006","I$ per person","194","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20052007","2005-2007","I$ per person","199","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20062008","2006-2008","I$ per person","207","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20072009","2007-2009","I$ per person","213","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20082010","2008-2010","I$ per person","219","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20092011","2009-2011","I$ per person","224","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20102012","2010-2012","I$ per person","230","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20112013","2011-2013","I$ per person","235","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20122014","2012-2014","I$ per person","240","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20132015","2013-2015","I$ per person","241","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20142016","2014-2016","I$ per person","242","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20152017","2015-2017","I$ per person","161","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20162018","2016-2018","I$ per person","80","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20002002","2000-2002","kcal/capita/day","2409","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20012003","2001-2003","kcal/capita/day","2421","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20022004","2002-2004","kcal/capita/day","2438","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20032005","2003-2005","kcal/capita/day","2446","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20042006","2004-2006","kcal/capita/day","2454","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20052007","2005-2007","kcal/capita/day","2473","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20062008","2006-2008","kcal/capita/day","2501","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20072009","2007-2009","kcal/capita/day","2542","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20082010","2008-2010","kcal/capita/day","2583","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20092011","2009-2011","kcal/capita/day","2638","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20102012","2010-2012","kcal/capita/day","2686","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20112013","2011-2013","kcal/capita/day","2726","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20122014","2012-2014","kcal/capita/day","2776","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20132015","2013-2015","kcal/capita/day","2820","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20142016","2014-2016","kcal/capita/day","2868","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20152017","2015-2017","kcal/capita/day","2894","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20162018","2016-2018","kcal/capita/day","2919","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20172019","2017-2019","kcal/capita/day","2914","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20182020","2018-2020","kcal/capita/day","2908","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20002002","2000-2002","%","71","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20012003","2001-2003","%","70","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20022004","2002-2004","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20032005","2003-2005","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20042006","2004-2006","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20052007","2005-2007","%","68","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20062008","2006-2008","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20072009","2007-2009","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20082010","2008-2010","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20092011","2009-2011","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20102012","2010-2012","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20112013","2011-2013","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20122014","2012-2014","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20132015","2013-2015","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20142016","2014-2016","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20152017","2015-2017","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20162018","2016-2018","%","68","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20002002","2000-2002","g/capita/day","52.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20012003","2001-2003","g/capita/day","52.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20022004","2002-2004","g/capita/day","53.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20032005","2003-2005","g/capita/day","53.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20042006","2004-2006","g/capita/day","53.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20052007","2005-2007","g/capita/day","54.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20062008","2006-2008","g/capita/day","55.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20072009","2007-2009","g/capita/day","56.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20082010","2008-2010","g/capita/day","57.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20092011","2009-2011","g/capita/day","59","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20102012","2010-2012","g/capita/day","60.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20112013","2011-2013","g/capita/day","61.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20122014","2012-2014","g/capita/day","62","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20132015","2013-2015","g/capita/day","62.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20142016","2014-2016","g/capita/day","64","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","65.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20162018","2016-2018","g/capita/day","66.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20002002","2000-2002","g/capita/day","12","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20012003","2001-2003","g/capita/day","12.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20022004","2002-2004","g/capita/day","12.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20032005","2003-2005","g/capita/day","13","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20042006","2004-2006","g/capita/day","13.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20052007","2005-2007","g/capita/day","13.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20062008","2006-2008","g/capita/day","14.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20072009","2007-2009","g/capita/day","14.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20082010","2008-2010","g/capita/day","15.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20092011","2009-2011","g/capita/day","16","F","FAO estimate",""
